1.57E-07,5.86E-07,0.057143243
0,8.00E-07,0.085714414
2.20E-07,5.86E-07,0.1
1.89E-07,5.00E-07,0.057143243
1.89E-07,8.00E-07,0.042857657
3.14E-08,5.43E-07,0.057143243
2.20E-07,7.14E-07,0.028572071
9.43E-08,5.43E-07,0.042857657
6.29E-08,5.43E-07,0.014286486
3.14E-08,5.86E-07,0.1
6.29E-08,7.14E-07,0.057143243
1.26E-07,5.00E-07,0.071428829
6.29E-08,8.00E-07,0.071428829
1.57E-07,7.14E-07,0.028572071
6.29E-08,6.29E-07,0.014286486
1.57E-07,5.86E-07,0.1
1.57E-07,7.57E-07,0.057143243
9.43E-08,5.43E-07,0.085714414
3.14E-08,6.29E-07,0.1
0,7.14E-07,0.085714414
1.57E-07,8.00E-07,0.071428829
2.20E-07,5.00E-07,0.085714414
6.29E-08,6.71E-07,0.085714414
1.57E-07,5.00E-07,0.085714414
0,6.29E-07,0.057143243
1.26E-07,5.00E-07,0.085714414
1.57E-07,5.00E-07,0.028572071
3.14E-08,8.00E-07,9.00E-07
6.29E-08,5.86E-07,0.1
6.29E-08,6.71E-07,0.057143243
1.89E-07,6.29E-07,0.042857657
9.43E-08,6.71E-07,0.028572071
2.20E-07,7.14E-07,9.00E-07
1.57E-07,5.00E-07,9.00E-07
6.29E-08,5.86E-07,0.014286486
1.57E-07,6.29E-07,0.042857657
0,5.86E-07,0.1
1.57E-07,6.29E-07,0.085714414
1.89E-07,5.86E-07,0.1
1.89E-07,6.71E-07,0.028572071
9.43E-08,7.14E-07,0.014286486
2.20E-07,5.00E-07,0.028572071
1.89E-07,5.43E-07,0.042857657
2.20E-07,6.29E-07,0.014286486
1.57E-07,7.57E-07,0.028572071
9.43E-08,6.29E-07,0.014286486
6.29E-08,5.00E-07,0.071428829
1.57E-07,5.43E-07,0.057143243
1.26E-07,8.00E-07,0.042857657
9.43E-08,6.29E-07,0.057143243
9.43E-08,5.00E-07,0.085714414
0,7.14E-07,0.1
9.43E-08,6.71E-07,0.071428829
1.89E-07,7.14E-07,0.071428829
3.14E-08,7.57E-07,9.00E-07
0,7.14E-07,0.014286486
9.43E-08,5.00E-07,0.071428829
2.20E-07,7.14E-07,0.085714414
3.14E-08,7.14E-07,0.014286486
6.29E-08,7.57E-07,0.057143243
1.26E-07,8.00E-07,0.057143243
1.89E-07,7.14E-07,0.042857657
2.20E-07,7.14E-07,0.071428829
9.43E-08,8.00E-07,0.085714414
1.57E-07,7.14E-07,0.014286486
2.20E-07,5.00E-07,0.014286486
2.20E-07,5.00E-07,0.042857657
3.14E-08,6.71E-07,0.085714414
9.43E-08,5.86E-07,0.042857657
1.89E-07,5.86E-07,0.057143243
1.26E-07,7.14E-07,0.057143243
2.20E-07,5.43E-07,0.071428829
3.14E-08,5.43E-07,9.00E-07
2.20E-07,5.43E-07,0.014286486
2.20E-07,8.00E-07,0.042857657
1.26E-07,6.29E-07,0.057143243
1.57E-07,7.57E-07,0.014286486
0,5.43E-07,0.028572071
9.43E-08,5.00E-07,0.1
9.43E-08,7.57E-07,0.014286486
9.43E-08,8.00E-07,0.014286486
6.29E-08,6.29E-07,0.057143243
1.57E-07,5.86E-07,0.071428829
0,7.14E-07,0.028572071
1.26E-07,6.71E-07,0.014286486
6.29E-08,6.29E-07,0.071428829
1.26E-07,5.86E-07,0.1
0,7.57E-07,9.00E-07
1.26E-07,6.29E-07,0.071428829
1.26E-07,7.14E-07,0.071428829
0,8.00E-07,0.014286486
9.43E-08,7.14E-07,9.00E-07
9.43E-08,5.00E-07,0.042857657
9.43E-08,5.00E-07,0.028572071
6.29E-08,5.43E-07,9.00E-07
1.89E-07,7.14E-07,0.014286486
1.26E-07,7.57E-07,9.00E-07
9.43E-08,8.00E-07,0.042857657
1.26E-07,7.57E-07,0.1
1.57E-07,5.00E-07,0.014286486
1.89E-07,7.14E-07,0.057143243
3.14E-08,6.71E-07,9.00E-07
3.14E-08,6.29E-07,0.042857657
1.89E-07,6.29E-07,0.071428829
1.89E-07,6.71E-07,0.1
9.43E-08,5.43E-07,0.057143243
3.14E-08,7.57E-07,0.042857657
1.57E-07,6.71E-07,0.085714414
2.20E-07,7.57E-07,0.028572071
2.20E-07,8.00E-07,0.014286486
2.20E-07,6.29E-07,0.028572071
9.43E-08,8.00E-07,0.057143243
0,5.00E-07,9.00E-07
6.29E-08,7.57E-07,0.042857657
3.14E-08,5.00E-07,0.071428829
1.57E-07,6.29E-07,0.071428829
3.14E-08,5.86E-07,0.057143243
6.29E-08,5.43E-07,0.071428829
9.43E-08,5.43E-07,9.00E-07
1.57E-07,7.14E-07,0.085714414
3.14E-08,6.29E-07,0.085714414
3.14E-08,6.71E-07,0.1
6.29E-08,7.14E-07,0.1
2.20E-07,6.29E-07,0.057143243
1.26E-07,6.71E-07,0.085714414
9.43E-08,7.57E-07,9.00E-07
6.29E-08,5.43E-07,0.085714414
2.20E-07,7.57E-07,0.042857657
1.57E-07,8.00E-07,0.057143243
1.89E-07,5.00E-07,0.042857657
3.14E-08,5.86E-07,0.071428829
0,8.00E-07,0.071428829
9.43E-08,5.86E-07,0.085714414
1.57E-07,8.00E-07,0.1
1.89E-07,5.43E-07,0.071428829
9.43E-08,6.71E-07,0.014286486
1.89E-07,5.86E-07,0.071428829
3.14E-08,7.14E-07,0.085714414
2.20E-07,5.00E-07,0.1
9.43E-08,7.14E-07,0.1
2.20E-07,7.14E-07,0.1
2.20E-07,5.86E-07,0.085714414
1.26E-07,6.29E-07,0.028572071
1.89E-07,6.71E-07,0.057143243
2.20E-07,7.57E-07,0.057143243
3.14E-08,5.43E-07,0.014286486
1.57E-07,8.00E-07,0.014286486
1.26E-07,6.29E-07,0.014286486
6.29E-08,5.43E-07,0.028572071
9.43E-08,5.86E-07,0.1
9.43E-08,8.00E-07,9.00E-07
6.29E-08,8.00E-07,0.057143243
1.57E-07,5.43E-07,0.085714414
0,5.00E-07,0.042857657
2.20E-07,6.71E-07,0.071428829
1.89E-07,7.57E-07,0.1
1.89E-07,5.86E-07,0.014286486
2.20E-07,8.00E-07,0.028572071
9.43E-08,5.43E-07,0.1
2.20E-07,6.29E-07,9.00E-07
1.57E-07,7.57E-07,0.071428829
2.20E-07,8.00E-07,0.057143243
0,7.14E-07,9.00E-07
2.20E-07,8.00E-07,9.00E-07
2.20E-07,6.71E-07,0.1
6.29E-08,7.57E-07,0.071428829
1.26E-07,8.00E-07,0.085714414
6.29E-08,7.57E-07,0.1
1.26E-07,5.43E-07,9.00E-07
3.14E-08,7.14E-07,0.057143243
1.89E-07,6.29E-07,0.057143243
0,7.57E-07,0.042857657
0,6.29E-07,0.042857657
0,5.86E-07,0.042857657
1.57E-07,5.43E-07,0.1
1.26E-07,7.57E-07,0.014286486
2.20E-07,7.14E-07,0.057143243
2.20E-07,7.14E-07,0.014286486
1.57E-07,6.71E-07,0.1
1.57E-07,6.71E-07,0.057143243
1.89E-07,8.00E-07,0.071428829
1.57E-07,7.14E-07,0.057143243
1.89E-07,7.57E-07,0.028572071
1.89E-07,8.00E-07,0.014286486
1.89E-07,7.57E-07,0.057143243
0,6.29E-07,0.1
2.20E-07,6.71E-07,0.085714414
1.26E-07,5.00E-07,0.1
0,7.57E-07,0.057143243
1.26E-07,5.43E-07,0.057143243
1.26E-07,7.14E-07,0.028572071
2.20E-07,6.29E-07,0.042857657
6.29E-08,8.00E-07,0.1
3.14E-08,7.14E-07,0.042857657
0,6.71E-07,0.042857657
1.89E-07,7.57E-07,0.014286486
1.89E-07,5.86E-07,0.042857657
1.57E-07,6.71E-07,0.071428829
1.26E-07,5.86E-07,0.014286486
0,8.00E-07,9.00E-07
1.89E-07,5.86E-07,0.028572071
1.57E-07,6.29E-07,9.00E-07
0,6.29E-07,0.014286486
2.20E-07,6.71E-07,0.028572071
0,7.57E-07,0.1
9.43E-08,7.14E-07,0.085714414
1.26E-07,7.14E-07,0.085714414
1.26E-07,5.86E-07,0.071428829
1.89E-07,6.29E-07,0.014286486
1.26E-07,5.43E-07,0.028572071
2.20E-07,5.43E-07,0.028572071
1.26E-07,7.57E-07,0.042857657
1.89E-07,5.00E-07,0.071428829
9.43E-08,7.57E-07,0.028572071
6.29E-08,7.57E-07,0.085714414
1.57E-07,5.86E-07,9.00E-07
2.20E-07,5.86E-07,0.057143243
0,6.29E-07,0.071428829
1.26E-07,6.29E-07,0.085714414
6.29E-08,7.57E-07,0.014286486
3.14E-08,7.14E-07,0.028572071
0,8.00E-07,0.042857657
3.14E-08,5.86E-07,9.00E-07
0,7.57E-07,0.085714414
3.14E-08,5.86E-07,0.014286486
0,6.29E-07,0.085714414
2.20E-07,5.86E-07,9.00E-07
0,7.14E-07,0.071428829
2.20E-07,5.00E-07,9.00E-07
2.20E-07,7.14E-07,0.042857657
3.14E-08,8.00E-07,0.057143243
6.29E-08,8.00E-07,9.00E-07
1.89E-07,6.71E-07,0.042857657
1.26E-07,5.86E-07,0.085714414
3.14E-08,6.29E-07,0.028572071
6.29E-08,8.00E-07,0.042857657
6.29E-08,6.71E-07,0.1
1.89E-07,8.00E-07,0.028572071
2.20E-07,5.43E-07,0.085714414
0,5.86E-07,0.071428829
3.14E-08,6.71E-07,0.028572071
9.43E-08,5.00E-07,9.00E-07
0,7.14E-07,0.057143243
1.26E-07,5.00E-07,9.00E-07
6.29E-08,5.00E-07,0.085714414
0,5.43E-07,0.014286486
1.26E-07,8.00E-07,0.071428829
9.43E-08,7.57E-07,0.071428829
1.57E-07,5.00E-07,0.057143243
1.26E-07,6.71E-07,0.1
9.43E-08,5.43E-07,0.071428829
3.14E-08,5.43E-07,0.1
0,5.00E-07,0.1
3.14E-08,8.00E-07,0.042857657
1.26E-07,7.57E-07,0.057143243
9.43E-08,5.00E-07,0.014286486
1.89E-07,5.43E-07,0.1
1.26E-07,7.57E-07,0.071428829
1.89E-07,6.29E-07,0.028572071
6.29E-08,7.14E-07,0.042857657
0,6.71E-07,0.057143243
1.89E-07,5.00E-07,0.1
1.26E-07,8.00E-07,0.028572071
3.14E-08,7.57E-07,0.057143243
3.14E-08,5.86E-07,0.085714414
1.57E-07,5.00E-07,0.071428829
2.20E-07,7.57E-07,0.085714414
3.14E-08,5.00E-07,0.014286486
2.20E-07,7.57E-07,0.1
9.43E-08,5.86E-07,0.014286486
1.89E-07,8.00E-07,0.057143243
0,5.86E-07,0.014286486
6.29E-08,5.43E-07,0.042857657
1.57E-07,7.57E-07,0.085714414
1.26E-07,6.29E-07,9.00E-07
3.14E-08,8.00E-07,0.028572071
6.29E-08,5.43E-07,0.1
2.20E-07,7.57E-07,0.014286486
1.89E-07,7.14E-07,0.028572071
9.43E-08,5.43E-07,0.014286486
1.89E-07,5.00E-07,9.00E-07
1.57E-07,7.14E-07,0.071428829
1.26E-07,5.00E-07,0.028572071
1.26E-07,6.71E-07,0.042857657
3.14E-08,5.00E-07,0.1
1.26E-07,5.86E-07,0.042857657
6.29E-08,6.29E-07,0.028572071
6.29E-08,6.29E-07,0.1
1.26E-07,5.86E-07,0.057143243
1.26E-07,6.29E-07,0.042857657
9.43E-08,6.71E-07,0.1
0,5.00E-07,0.085714414
1.89E-07,5.00E-07,0.014286486
6.29E-08,5.00E-07,0.057143243
1.26E-07,5.00E-07,0.014286486
3.14E-08,7.57E-07,0.085714414
0,5.00E-07,0.057143243
0,5.86E-07,0.085714414
2.20E-07,5.00E-07,0.071428829
3.14E-08,5.86E-07,0.042857657
2.20E-07,5.86E-07,0.028572071
1.57E-07,5.86E-07,0.028572071
9.43E-08,6.29E-07,0.028572071
9.43E-08,7.57E-07,0.042857657
3.14E-08,5.43E-07,0.071428829
6.29E-08,8.00E-07,0.014286486
0,5.86E-07,9.00E-07
3.14E-08,6.29E-07,0.014286486
9.43E-08,5.43E-07,0.028572071
2.20E-07,8.00E-07,0.071428829
6.29E-08,6.71E-07,0.014286486
1.57E-07,6.29E-07,0.057143243
1.89E-07,7.14E-07,9.00E-07
6.29E-08,6.29E-07,0.085714414
2.20E-07,6.71E-07,0.057143243
0,6.71E-07,0.014286486
1.57E-07,5.86E-07,0.042857657
6.29E-08,6.71E-07,9.00E-07
0,5.43E-07,0.042857657
0,5.43E-07,0.1
1.89E-07,7.57E-07,0.085714414
3.14E-08,5.00E-07,0.085714414
0,5.86E-07,0.057143243
0,8.00E-07,0.1
3.14E-08,8.00E-07,0.085714414
9.43E-08,8.00E-07,0.071428829
0,5.43E-07,0.085714414
1.89E-07,6.29E-07,9.00E-07
0,5.43E-07,0.057143243
1.26E-07,8.00E-07,0.1
1.26E-07,7.14E-07,0.1
9.43E-08,6.71E-07,0.085714414
1.57E-07,7.14E-07,9.00E-07
1.89E-07,5.00E-07,0.085714414
1.57E-07,6.29E-07,0.028572071
1.57E-07,5.43E-07,0.028572071
1.26E-07,5.00E-07,0.057143243
3.14E-08,7.57E-07,0.028572071
1.57E-07,6.71E-07,0.014286486
